skill,group_skills,title,role
Ruby Programming Language,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
NextJS Front-end Web Framework,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
PLC Programming,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
Java Programming Language,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
Visual C++ MFC Programming Language,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
ReactJS Front-end Web Framework,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
PHP Installation and Configuration,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
Ruby On Rails,Programming Languages,Manufacturing Engineer,CAD and CAM Engineer
Python Programming Language,Programming Languages,Mechanical Engineer,CAD and CAM Engineer
TCL Technology,Programming Languages,Mechanical Engineer,CAD and CAM Engineer
VBA Programming Language,Programming Languages,Mechanical Engineer,CAD and CAM Engineer
Quality Control (QC),Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Industrial Wireless Communication,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Assessment Management,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Planning & Control,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
HR Management System,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
PROFIBUS Technology,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Quality Assurance (QA),Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
AS-IF Technology,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Finance,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Shop Floor (Production lines),Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Inventory Operations,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
PROFINET Technology,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
IO-LINK Protocol,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Time-sensitive Networking,Standard knowledge,Manufacturing Engineer,CAD and CAM Engineer
Adobe Experience Manager,Adobe Platform,Rare Skills,Non-Engineering and Soft Skills
Enterprise Collaboration,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Document Management,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Document Scanning and Capture,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Alfresco Intelligence Services (AI),Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
"Business Intelligence, Analytics, and Insights",Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
eDiscovery and Legal Holds,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Alfresco and Amazon Web Services,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Case Management,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Security and Controlled Access,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Regulatory Compliance,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Federation and Manage In Place,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Alfresco Cloud (PaaS),Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Records Management,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Process Management,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Migrate to Cloud-Native ECM,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Information Lifecycle Management,Alfresco Digital Business Platform,Rare Skills,Non-Engineering and Soft Skills
Data Warehouse,Application,Business Domain Skills,Non-Engineering and Soft Skills
Application Software,Application,Business Domain Skills,Non-Engineering and Soft Skills
LMS Application,Application,Business Domain Skills,Non-Engineering and Soft Skills
Data Migration,Application,Business Domain Skills,Non-Engineering and Soft Skills
e-Commercial Technology,Application,Business Domain Skills,Non-Engineering and Soft Skills
Intranet Application,Application,Business Domain Skills,Non-Engineering and Soft Skills
e-Government Technology,Application,Business Domain Skills,Non-Engineering and Soft Skills
Social Network,Application,Business Domain Skills,Non-Engineering and Soft Skills
Data Lake,Application,Business Domain Skills,Non-Engineering and Soft Skills
JFrog Artifactory,Artifacts Management,Advanced Skills,Non-Engineering and Soft Skills
Sonatype Nexus Artifacts,Artifacts Management,Advanced Skills,Non-Engineering and Soft Skills
Maven Artifact,Artifacts Management,Advanced Skills,Non-Engineering and Soft Skills
AUTOCAR Platform,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
IT Strategy Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
AutoCAD Design and Software,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
OutSystems Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
RPA Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
SmartFactory Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
IT Systems Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Computer Vision/AI Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Bluetooth Integration and Development,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR Development,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
3D Printing,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
P&L Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
LSI - Digital (Include FPGA) Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
MBD Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Data Analytics Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
PCB - Printed Circuit Board Design Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
IVI Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
ECU Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
IoT / SmartFactory Specialist and Consultant,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Embedded System Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Physical Factors Analysis and Simulation,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
CAN/LIN Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
Self-Driving Car Specialist,Automatic and Robotic Consultant,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR SWC Editor,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR ECU Software Integration,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR Complex Device Drivers,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR BSW (Basic Software) and RTE (Runtime Environment),AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR ECU Software Verification,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR MC-ISAR BASIC MCAL,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR Services Layer,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
"AUTOSAR Concepts, Architecture, Specifications and Tools",AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR ECU Abstraction Layer,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR ECU Configuration Editor,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR Multi-core Safe Operating System,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
AUTOSAR MC-ISAR COM MCAL,AUTOSAR Ecosystem,Rare Skills,Non-Engineering and Soft Skills
Windows Registry Programming,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Agent or .NET Networking,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
WMI Programming,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Distributed Applications,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Windows Services,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
.NET Remoting,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Distributed Applications,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Agent or Socket / Networking,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Java Back-end Services,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Java Message Service (JMS),Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
EJB-Enterprise JavaBeans,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
RMI-Remote Method Invocation,Backend Services and Batch Jobs,Advanced Skills,Non-Engineering and Soft Skills
Borrowers  Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Loan Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Performance Measureme,Banking,Business Domain Skills,Non-Engineering and Soft Skills
HSM Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking CRM,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Token Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Transfer Orders Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
POS Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Customs Clearance,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Collateral Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking - Internal Applications,Banking,Business Domain Skills,Non-Engineering and Soft Skills
General Banking Operations,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Credit Risk Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
General Risk Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
ATM Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking General Ledger Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Foreign Exchange,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Financial Reporting,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Teller and Vault,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Trade Consultancy,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Kiosk Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Cash Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking Call Center,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Core System Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Treasury Factors,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Fund Transfer Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Digital / Internet Banking Operations,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Depositors Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking Resource Planning,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Loyalty Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Customers Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Telematics Operations,Banking,Business Domain Skills,Non-Engineering and Soft Skills
General Business Intelligence Reporting,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Business Process Management,Banking,Business Domain Skills,Non-Engineering and Soft Skills
Banking - External Connection,Banking,Business Domain Skills,Non-Engineering and Soft Skills
